196,Il Falco Pellegrino,Noci,0,0,1,0,0,0,0,0,0,0,0
197,La Locanda di Don Antonio,Alberobello,0,0,1,0,0,0,0,0,0,0,0
198,Ristorante delle Ceramiche,Grottaglie,0,0,1,0,0,0,0,0,0,0,0
199,Il Sagittario,Martina Franca,0,0,1,0,0,0,0,0,0,0,0
200,Aia del Vento,Cisternino,0,0,1,0,0,0,0,0,0,0,0
201,Palmares Club,Carovigno,0,1,0,0,0,0,0,0,0,0,0
202,Borgo Antico,Lecce,0,0,1,0,0,0,0,0,0,0,0
203,Al Solito Posto,Miggiano,0,0,1,0,0,0,0,0,0,0,0
204,Masseria Chiancone Torricella,Martina Franca,0,0,1,1,1,0,0,0,0,0,0
205,L'Angoletto,Bitritto,0,0,1,0,0,0,0,0,0,0,0
206,Caledonia,Lecce,0,1,0,0,0,0,0,0,0,0,0
207,Brazen Head,Fragagnano,0,0,1,0,0,0,0,0,0,0,0
208,King Crimson's,Castellana Grotte,0,1,0,0,0,0,0,0,0,0,0
209,Scacco Matto,Martina Franca,0,0,1,0,0,0,0,0,0,0,0
210,Osteria Quattroventi,Fragagnano,0,0,1,0,0,0,0,0,0,0,0
211,Patio Cafè,Monopoli,0,1,0,0,0,0,0,0,0,0,0
212,Jack'n Jill,Cutrofiano,0,1,0,0,0,0,0,0,0,0,0
213,Before Club,Parabita,0,1,0,0,0,0,0,0,0,0,0
214,Mulligan's,Maglie,0,1,0,0,0,0,0,0,0,0,0
215,El Cubanito,Trani,0,1,0,0,0,0,0,0,0,0,0
216,La Remesa,Cavallino,0,0,1,0,0,0,0,0,0,0,0
217,Sinatra Hole,Ugento,0,1,0,0,0,0,0,0,0,0,0
219,Magazzini Get,Andria,0,1,0,0,0,0,0,0,0,0,0
220,Goblin's,Brindisi,0,1,0,0,0,0,0,0,0,0,0
221,New Taylor's Pub,Bitritto,0,1,0,0,0,0,0,0,0,0,0
222,La Trattoria del Purgatorio,Laterza,0,0,1,0,0,0,0,1,0,0,0
223,Ramblas,Taranto,0,1,0,0,0,0,0,0,0,0,0
224,Victorian,Monopoli,0,1,0,0,0,0,0,0,0,0,0
